Split,Model,RMSE,MAE,MAPE,DA,N
Validation,LSTM (return),1.7430406903885676,0.9616741769295103,0.29341621594271494,70.3244837758112,1695
Test,LSTM (return),6.598423727294692,4.5837925256404155,0.48282204747910606,49.46933962264151,1696
