RMSE,MAE,MAPE,DA,N,Model
18.356110784492262,14.27893525268734,1.047356767376056,49.68944099378882,162,Random Walk
85.39979258125246,73.02781761049933,5.280748893706668,6.211180124223603,162,ARIMA (Baseline)
24.274200256211202,19.576317725647147,1.4103398655640471,69.56521739130434,162,Hybrid (Baseline)
85.27056861531034,72.93840817388212,5.27898627727068,0.0,162,ARIMA (Improved)
22.26027739967516,18.11917394979294,1.3062028144888989,85.09316770186336,162,LSTM (Improved)
274.79083142799544,271.6468066102743,19.584425977993973,85.71428571428571,162,Hybrid (Improved)
